x,y
0.01574441076312283,0.9686802134770169
0.09474716384877757,0.6417550473854348
0.09963235755392152,-0.23455108537035962
0.10540891350414361,1.4096616849005157
0.12272770589287463,1.3231412779547518
0.1721692814935203,0.9115625410614429
0.2018021807124304,1.2091487637875584
0.21126370178202913,1.30112927991831
0.24335396312460023,0.8072280470667352
0.26562901439652453,0.6631964404416795
0.27108907291653095,0.6477350846195488
0.2806114187070776,0.7627373630341728
0.3094548648386717,0.9060287959172453
0.3520400120725937,1.214604147750836
0.361133238928532,1.6972036454103854
0.38695764126540055,0.5285906079649767
0.4088877594517222,1.8010233569439005
0.4140740656967494,1.7531846525901513
0.4620665969100224,1.5066509855148098
0.5125289670820179,1.6070239287227108
0.5172096782810505,1.3228806829396327
0.5364789868052195,1.3470829662974702
0.5457245441340102,2.0934721492215465
0.6042523818433918,1.2831587212522297
0.6664901917781896,1.5831292611603072
0.7055221596203014,1.5714976219919703
0.7196988337764583,1.3241909840923545
0.7291286667510508,0.2878117417815431
0.7912401772058426,0.4555706757350457
0.831610244722931,0.5336971740961067
0.8471922115151784,-0.06832689932005975
0.8901371709245964,-0.9540642783329378
0.9949446189654818,-1.7203591085026302
1.0091795765165403,-1.6621181907884253
1.0261183446155062,-2.005898445805649
1.0605999789812937,-2.207338147255578
1.0900782985565423,-1.7440481624870214
1.1128128453187593,-2.5219261172847984
1.133905509718054,-2.292050616269745
1.1685608813892008,-2.1284921344274674
1.1900439662906435,-1.9568968867350116
1.23868916706892,-1.6733082391682892
1.249313168713228,-1.4787569076600582
1.3076890501152312,-1.6913063688437486
1.3204070496458404,-1.9886601244327742
1.3326998678204174,-1.5023861121818047
1.3762762213747943,-1.4041109537361602
1.379551394438354,-2.0620977496057726
1.390858289210967,-1.6724455515698566
1.4024857448601533,-1.26752257623312
1.4676760206854476,-1.203001382338734
1.4766414165659756,-1.0444425407893687
1.4788732618472642,-1.4531937887743076
1.537895849749521,-1.2056175526092465
1.5422696096297264,-1.43091841435493
1.5743045805481541,-1.2608948688316115
1.5888398408314472,-1.4605720284622172
1.6229550540887867,-0.916205463739598
1.6242733976423318,-1.0422637538600714
1.6999174214770933,-1.073018541749222
1.7259062392450943,-1.5229130290257293
1.7341191764145834,-1.7497134898671387
1.7721371076668142,-1.7042049919586282
1.7728047937324742,-2.0175187598904145
1.776589021627425,-1.7889339288966826
1.8151711189016322,-1.5764920856979434
1.8195419500958938,-2.2256851314534067
1.8469527701401949,-1.6516942149025937
1.8868557594913729,-1.5486697112553687
1.8885731179439644,-1.7845431969346273
1.9158691211525345,-1.5689376006959832
1.9218128076313903,-1.8302711406848533
1.9836520097058756,-1.4775713318990038
1.9932248169129116,-1.0660375316758397
1.9947481090861603,-1.0324412357047879
